Date,Adj Close,Close,High,Low,Open,Volume
2020-01-02,3257.85009765625,3257.85009765625,3258.13989257813,3235.53002929688,3244.669921875,3459930000
2020-01-03,3234.85009765625,3234.85009765625,3246.14990234375,3222.34008789063,3226.36010742188,3484700000
2020-01-06,3246.28002929688,3246.28002929688,3246.84008789063,3214.63989257813,3217.55004882813,3702460000
2020-01-07,3237.17993164063,3237.17993164063,3244.90991210938,3232.42993164063,3241.86010742188,3435910000
2020-01-08,3253.05004882813,3253.05004882813,3267.07006835938,3236.669921875,3238.59008789063,3726840000
2020-01-09,3274.69995117188,3274.69995117188,3275.580078125,3263.669921875,3266.03002929688,3641230000
2020-01-10,3265.35009765625,3265.35009765625,3282.98999023438,3260.86010742188,3281.81005859375,3214580000
2020-01-13,3288.1298828125,3288.1298828125,3288.1298828125,3268.42993164063,3271.1298828125,3459390000
2020-01-14,3283.14990234375,3283.14990234375,3294.25,3277.18994140625,3285.35009765625,3687620000
2020-01-15,3289.2900390625,3289.2900390625,3298.65991210938,3280.68994140625,3282.27001953125,3721490000
2020-01-16,3316.81005859375,3316.81005859375,3317.11010742188,3302.82006835938,3302.96997070313,3540580000
2020-01-17,3329.6201171875,3329.6201171875,3329.8798828125,3318.86010742188,3323.65991210938,3726220000
2020-01-21,3320.7900390625,3320.7900390625,3329.7900390625,3316.61010742188,3321.03002929688,4104840000
2020-01-22,3321.75,3321.75,3337.77001953125,3320.0400390625,3330.02001953125,3623780000
2020-01-23,3325.5400390625,3325.5400390625,3326.8798828125,3301.8701171875,3315.77001953125,3766710000
2020-01-24,3295.46997070313,3295.46997070313,3333.17993164063,3281.53002929688,3333.10009765625,3708780000
2020-01-27,3243.6298828125,3243.6298828125,3258.85009765625,3234.5,3247.15991210938,3831050000
2020-01-28,3276.23999023438,3276.23999023438,3285.78002929688,3253.21997070313,3255.35009765625,3531570000
2020-01-29,3273.39990234375,3273.39990234375,3293.46997070313,3271.88989257813,3289.4599609375,3600250000
2020-01-30,3283.65991210938,3283.65991210938,3285.90991210938,3242.80004882813,3256.44995117188,3790350000
2020-01-31,3225.52001953125,3225.52001953125,3282.330078125,3214.67993164063,3282.330078125,4529700000
2020-02-03,3248.919921875,3248.919921875,3268.43994140625,3235.65991210938,3235.65991210938,3760460000
2020-02-04,3297.59008789063,3297.59008789063,3306.919921875,3280.61010742188,3280.61010742188,3996900000
2020-02-05,3334.68994140625,3334.68994140625,3337.580078125,3313.75,3324.90991210938,4121480000
2020-02-06,3345.78002929688,3345.78002929688,3347.9599609375,3334.38989257813,3344.919921875,3887250000
2020-02-07,3327.7099609375,3327.7099609375,3341.419921875,3322.1201171875,3335.5400390625,3733920000
2020-02-10,3352.09008789063,3352.09008789063,3352.26000976563,3317.77001953125,3318.28002929688,3462730000
2020-02-11,3357.75,3357.75,3375.6298828125,3352.71997070313,3365.8701171875,3762940000
2020-02-12,3379.44995117188,3379.44995117188,3381.46997070313,3369.71997070313,3370.5,3930910000
2020-02-13,3373.93994140625,3373.93994140625,3385.09008789063,3360.52001953125,3365.89990234375,3500890000
2020-02-14,3380.15991210938,3380.15991210938,3380.68994140625,3366.14990234375,3378.080078125,3419700000
2020-02-18,3370.2900390625,3370.2900390625,3375.01000976563,3355.61010742188,3369.0400390625,3750400000
2020-02-19,3386.14990234375,3386.14990234375,3393.52001953125,3378.830078125,3380.38989257813,3614200000
2020-02-20,3373.22998046875,3373.22998046875,3389.14990234375,3341.02001953125,3380.44995117188,4019180000
2020-02-21,3337.75,3337.75,3360.76000976563,3328.44995117188,3360.5,3908780000
2020-02-24,3225.88989257813,3225.88989257813,3259.81005859375,3214.64990234375,3257.61010742188,4851160000
2020-02-25,3128.2099609375,3128.2099609375,3246.98999023438,3118.77001953125,3238.93994140625,5596760000
2020-02-26,3116.38989257813,3116.38989257813,3182.51000976563,3108.98999023438,3139.89990234375,5484650000
2020-02-27,2978.76000976563,2978.76000976563,3097.07006835938,2977.38989257813,3062.5400390625,7064710000
2020-02-28,2954.21997070313,2954.21997070313,2959.71997070313,2855.84008789063,2916.89990234375,8569570000
2020-03-02,3090.22998046875,3090.22998046875,3090.9599609375,2945.18994140625,2974.28002929688,6381330000
2020-03-03,3003.3701171875,3003.3701171875,3136.71997070313,2976.6298828125,3096.4599609375,6376510000
2020-03-04,3130.1201171875,3130.1201171875,3130.96997070313,3034.3798828125,3045.75,5073020000
2020-03-05,3023.93994140625,3023.93994140625,3083.0400390625,2999.830078125,3075.69995117188,5579290000
2020-03-06,2972.3701171875,2972.3701171875,2985.92993164063,2901.5400390625,2954.19995117188,6555240000
2020-03-09,2746.56005859375,2746.56005859375,2863.88989257813,2734.42993164063,2863.88989257813,8441290000
2020-03-10,2882.22998046875,2882.22998046875,2882.59008789063,2734,2813.47998046875,7642040000
2020-03-11,2741.3798828125,2741.3798828125,2825.60009765625,2707.21997070313,2825.60009765625,7431200000
2020-03-12,2480.63989257813,2480.63989257813,2660.94995117188,2478.86010742188,2630.86010742188,8850810000
2020-03-13,2711.02001953125,2711.02001953125,2711.330078125,2492.3701171875,2569.98999023438,8299070000
2020-03-16,2386.1298828125,2386.1298828125,2562.97998046875,2380.93994140625,2508.59008789063,7805450000
2020-03-17,2529.18994140625,2529.18994140625,2553.92993164063,2367.0400390625,2425.65991210938,8370250000
2020-03-18,2398.10009765625,2398.10009765625,2453.57006835938,2280.52001953125,2436.5,8799300000
2020-03-19,2409.38989257813,2409.38989257813,2466.96997070313,2319.78002929688,2393.47998046875,7956100000
2020-03-20,2304.919921875,2304.919921875,2453.01000976563,2295.56005859375,2431.93994140625,9053950000
2020-03-23,2237.39990234375,2237.39990234375,2300.72998046875,2191.86010742188,2290.7099609375,7411380000
2020-03-24,2447.330078125,2447.330078125,2449.7099609375,2344.43994140625,2344.43994140625,7563150000
2020-03-25,2475.56005859375,2475.56005859375,2571.419921875,2407.53002929688,2457.77001953125,8300010000
2020-03-26,2630.07006835938,2630.07006835938,2637.01000976563,2500.71997070313,2501.2900390625,7766990000
2020-03-27,2541.46997070313,2541.46997070313,2615.90991210938,2520.02001953125,2555.8701171875,6201670000
2020-03-30,2626.64990234375,2626.64990234375,2631.80004882813,2545.28002929688,2558.97998046875,5751120000
2020-03-31,2584.59008789063,2584.59008789063,2641.38989257813,2571.14990234375,2614.68994140625,6576210000
2020-04-01,2470.5,2470.5,2522.75,2447.48999023438,2498.080078125,5964000000
2020-04-02,2526.89990234375,2526.89990234375,2533.21997070313,2455.7900390625,2458.5400390625,6464190000
2020-04-03,2488.64990234375,2488.64990234375,2538.17993164063,2459.9599609375,2514.919921875,6096970000
2020-04-06,2663.67993164063,2663.67993164063,2676.85009765625,2574.57006835938,2578.28002929688,6403840000
2020-04-07,2659.40991210938,2659.40991210938,2756.88989257813,2657.669921875,2738.64990234375,7050410000
2020-04-08,2749.97998046875,2749.97998046875,2760.75,2663.30004882813,2685,5875710000
2020-04-09,2789.82006835938,2789.82006835938,2818.57006835938,2762.36010742188,2776.98999023438,7899550000
2020-04-13,2761.6298828125,2761.6298828125,2782.4599609375,2721.169921875,2782.4599609375,5319530000
2020-04-14,2846.06005859375,2846.06005859375,2851.85009765625,2805.10009765625,2805.10009765625,5615730000
2020-04-15,2783.36010742188,2783.36010742188,2801.8798828125,2761.5400390625,2795.63989257813,5208000000
2020-04-16,2799.55004882813,2799.55004882813,2806.51000976563,2764.32006835938,2799.34008789063,5228810000
2020-04-17,2874.56005859375,2874.56005859375,2879.21997070313,2830.8798828125,2842.42993164063,5804810000
2020-04-20,2823.15991210938,2823.15991210938,2868.97998046875,2820.42993164063,2845.6201171875,5228630000
2020-04-21,2736.56005859375,2736.56005859375,2785.5400390625,2727.10009765625,2784.81005859375,5121010000
2020-04-22,2799.31005859375,2799.31005859375,2815.10009765625,2775.94995117188,2787.88989257813,5084920000
2020-04-23,2797.80004882813,2797.80004882813,2844.89990234375,2794.26000976563,2810.419921875,5773530000
2020-04-24,2836.73999023438,2836.73999023438,2842.7099609375,2791.76000976563,2812.63989257813,5382810000
2020-04-27,2878.47998046875,2878.47998046875,2887.71997070313,2852.88989257813,2854.64990234375,5203930000
2020-04-28,2863.38989257813,2863.38989257813,2921.14990234375,2860.7099609375,2909.9599609375,5691160000
2020-04-29,2939.51000976563,2939.51000976563,2954.86010742188,2912.15991210938,2918.4599609375,6645640000
2020-04-30,2912.42993164063,2912.42993164063,2930.90991210938,2892.46997070313,2930.90991210938,6544980000
2020-05-01,2830.7099609375,2830.7099609375,2869.09008789063,2821.61010742188,2869.09008789063,4759810000
2020-05-04,2842.73999023438,2842.73999023438,2844.23999023438,2797.85009765625,2815.01000976563,4735930000
2020-05-05,2868.43994140625,2868.43994140625,2898.22998046875,2863.55004882813,2868.8798828125,5140290000
2020-05-06,2848.419921875,2848.419921875,2891.11010742188,2847.64990234375,2883.13989257813,4892570000
2020-05-07,2881.18994140625,2881.18994140625,2901.919921875,2876.47998046875,2878.26000976563,5178790000
2020-05-08,2929.80004882813,2929.80004882813,2932.15991210938,2902.8798828125,2908.830078125,4876030000
2020-05-11,2930.18994140625,2930.18994140625,2944.25,2903.43994140625,2915.4599609375,4819730000
2020-05-12,2870.1201171875,2870.1201171875,2945.82006835938,2869.59008789063,2939.5,5119630000
2020-05-13,2820,2820,2874.13989257813,2793.14990234375,2865.86010742188,6151650000
2020-05-14,2852.5,2852.5,2852.80004882813,2766.63989257813,2794.5400390625,5651130000
